Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
INOH3207ai,NA,NODE_7_length_169054_cov_31.102157,21168,23423,+,parC_S57T,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,92.42,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH3207ai,NA,NODE_9_length_167243_cov_26.339468,159677,160243,+,hsp20,small heat shock protein sHSP20,plus,STRESS,HEAT,NA,NA,EXACTX,189,189,100,100,189,CDY80020.1,small heat shock protein sHSP20,NA,NA
INOH3207ai,NA,NODE_9_length_167243_cov_26.339468,160352,163138,+,clpK,heat shock survival AAA family ATPase ClpK,plus,STRESS,HEAT,NA,NA,BLASTX,929,949,97.89,99.25,929,ASF80763.1,heat shock survival AAA family ATPase ClpK,NA,NA
INOH4028ai,NA,NODE_11_length_106143_cov_33.653983,48561,49082,-,lpfA,long polar fimbria major subunit LpfA,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,174,174,100,100,174,CAV00478.1,long polar fimbria major subunit LpfA,NA,NA
INOH4028ai,NA,NODE_1_length_1072634_cov_26.121607,717091,718446,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH4028ai,NA,NODE_2_length_660896_cov_25.740351,452752,453015,+,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH4028ai,NA,NODE_3_length_639665_cov_32.153986,201404,202675,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,424,473,89.64,90.8,424,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH4028ai,NA,NODE_3_length_639665_cov_32.153986,293840,295069,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH4028ai,NA,NODE_3_length_639665_cov_32.153986,455279,456409,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.35,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH4028ai,NA,NODE_3_length_639665_cov_32.153986,523661,524749,+,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.45,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH4028ai,NA,NODE_5_length_421532_cov_29.051149,31734,35975,+,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1414,1416,99.93,93,1415,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH4028ai,NA,NODE_6_length_231775_cov_32.078675,5460,8561,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH4028ai,NA,NODE_8_length_186597_cov_33.927227,85296,86684,-,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,463,463,100,99.78,463,WP_000879194.1,hexose phosphate transporter UhpT,NA,NA
INOH4028ai,NA,NODE_8_length_186597_cov_33.927227,155877,156446,-,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH4028bi,NA,NODE_10_length_106143_cov_33.038418,57062,57583,+,lpfA,long polar fimbria major subunit LpfA,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,174,174,100,100,174,CAV00478.1,long polar fimbria major subunit LpfA,NA,NA
INOH4028bi,NA,NODE_1_length_1072634_cov_26.413637,717091,718446,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH4028bi,NA,NODE_2_length_744567_cov_31.055942,5460,8561,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH4028bi,NA,NODE_3_length_660078_cov_26.072077,452448,452711,+,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH4028bi,NA,NODE_4_length_639267_cov_31.727061,201404,202675,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,424,473,89.64,90.8,424,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH4028bi,NA,NODE_4_length_639267_cov_31.727061,293641,294870,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH4028bi,NA,NODE_4_length_639267_cov_31.727061,454881,456011,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.35,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH4028bi,NA,NODE_4_length_639267_cov_31.727061,523263,524351,+,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.45,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH4028bi,NA,NODE_5_length_421532_cov_29.156288,385558,389799,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1414,1416,99.93,93,1415,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH4028bi,NA,NODE_7_length_186315_cov_33.626031,85014,86402,-,uhpT_E350Q,Escherichia fosfomycin resistant UhpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,463,463,100,99.78,463,WP_000879194.1,hexose phosphate transporter UhpT,NA,NA
INOH4028bi,NA,NODE_7_length_186315_cov_33.626031,155595,156164,-,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH4048ai,NA,NODE_13_length_140895_cov_29.856764,134032,135183,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,384,473,81.18,90.36,384,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH4048ai,NA,NODE_21_length_83595_cov_29.826099,70395,71603,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,403,410,98.29,97.52,403,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH4048ai,NA,NODE_28_length_59902_cov_31.320920,51409,54510,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.71,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH4048ai,NA,NODE_2_length_213001_cov_28.772412,205148,209395,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.14,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,14252,15085,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,15438,15908,-,dfrA14,trimethoprim-resistant dihydrofolate reductase DfrA14,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_021529707.1,trimethoprim-resistant dihydrofolate reductase DfrA14,NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,15929,16456,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIALX,176,267,65.92,100,176,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,16520,17332,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,20848,22044,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH4048ai,NA,NODE_38_length_31387_cov_20.374808,22976,23833,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH4048ai,NA,NODE_3_length_208970_cov_31.526162,118260,119348,-,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.17,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH4048ai,NA,NODE_3_length_208970_cov_31.526162,163882,165012,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.35,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH4048ai,NA,NODE_42_length_23716_cov_25.075623,3421,3684,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,7004,7498,-,psi-GI,heat resistance protein PsiE-GI,plus,STRESS,HEAT,NA,NA,BLASTX,165,165,100,98.18,165,APX31178.1,heat resistance protein PsiE-GI,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,7498,9210,-,kefB-GI,heat resistance system K+/H+ antiporter KefB-GI,plus,STRESS,HEAT,NA,NA,BLASTX,571,571,100,99.65,571,APX31177.1,heat resistance system K+/H+ antiporter KefB-GI,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,9217,9654,-,trxLHR,heat resistance system thioredoxin Trx-GI,plus,STRESS,HEAT,NA,NA,EXACTX,146,146,100,100,146,APX31176.1,heat resistance system thioredoxin Trx-GI,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,10872,11480,-,hdeD-GI,heat resistance membrane protein HdeD-GI,plus,STRESS,HEAT,NA,NA,EXACTX,203,203,100,100,203,APX31174.1,heat resistance membrane protein HdeD-GI,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,11580,12464,-,yfdX2,heat resistance protein YfdX2,plus,STRESS,HEAT,NA,NA,BLASTX,295,295,100,99.66,295,ASF80766.1,heat resistance protein YfdX2,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,12570,13475,-,yfdX1,heat resistance protein YfdX1,plus,STRESS,HEAT,NA,NA,BLASTX,302,304,100,98.68,304,APX31172.1,heat resistance protein YfdX1,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,13501,13956,-,shsP,small heat shock protein sHSP20-GI,plus,STRESS,HEAT,NA,NA,BLASTX,152,152,100,99.34,152,ASF80771.1,small heat shock protein sHSP20-GI,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,16016,18862,-,clpK,heat shock survival AAA family ATPase ClpK,plus,STRESS,HEAT,NA,NA,BLASTX,949,949,100,99.58,949,ASF80763.1,heat shock survival AAA family ATPase ClpK,NA,NA
INOH4048ai,NA,NODE_44_length_21891_cov_29.780837,18971,19537,-,hsp20,small heat shock protein sHSP20,plus,STRESS,HEAT,NA,NA,BLASTX,189,189,100,98.94,189,CDY80020.1,small heat shock protein sHSP20,NA,NA
INOH4048ai,NA,NODE_5_length_205196_cov_30.960560,5234,7489,-,parC_A56T,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.87,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH4048ai,NA,NODE_6_length_204691_cov_24.072579,193019,193348,-,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,98.18,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH4048ai,NA,NODE_7_length_201690_cov_26.204384,106590,107945,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH4048bi,NA,NODE_10_length_157572_cov_31.507935,5225,8326,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH4048bi,NA,NODE_13_length_113232_cov_25.286062,99939,100268,-,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,97.27,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH4048bi,NA,NODE_14_length_111633_cov_33.496118,43551,46094,+,cyaA_S352T,Escherichia fosmidomycin resistant CyaA,core,AMR,POINT,FOSMIDOMYCIN,FOSMIDOMYCIN,POINTX,848,848,100,99.29,848,WP_000281668.1,adenylate cyclase CyaA,NA,NA
INOH4048bi,NA,NODE_1_length_401866_cov_30.774852,151693,156246,+,sslE,lipoprotein metalloprotease SslE,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1518,1520,100,96.32,1520,ADE89421.1,lipoprotein metalloprotease SslE,NA,NA
INOH4048bi,NA,NODE_20_length_79564_cov_26.143258,22811,24610,-,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.67,600,AAC69584.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,NA,NA
INOH4048bi,NA,NODE_20_length_79564_cov_26.143258,24600,26399,-,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.5,600,CAA21388.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,NA,NA
INOH4048bi,NA,NODE_25_length_65793_cov_33.593479,43397,44584,-,emrD,multidrug efflux MFS transporter EmrD,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,396,396,100,99.75,396,EFF04178.1,multidrug efflux MFS transporter EmrD,NA,NA
INOH4048bi,NA,NODE_2_length_332008_cov_31.280128,290601,291830,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.56,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH4048bi,NA,NODE_30_length_43971_cov_31.917237,13392,13961,-,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,190,190,100,98.95,190,ACB16424.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH4048bi,NA,NODE_31_length_43578_cov_32.563996,35860,37959,-,mchF,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,700,700,100,99.43,700,AFS85685.1,microcin H47 export transporter peptidase/ATP-binding subunit MchF,NA,NA
INOH4048bi,NA,NODE_31_length_43578_cov_32.563996,41682,41906,-,mchB,microcin H47,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,75,75,100,100,75,CAB54534.2,microcin H47,NA,NA
INOH4048bi,NA,NODE_32_length_42365_cov_27.553447,11987,12277,-,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,BAG76115.1,increased serum survival lipoprotein Iss,NA,NA
INOH4048bi,NA,NODE_39_length_26769_cov_30.528946,897,3548,-,vactox,vacuolating autotransporter toxin Vat,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,884,1376,64.24,100,884,AAN78874.1,vacuolating autotransporter toxin Vat,NA,NA
INOH4048bi,NA,NODE_39_length_26769_cov_30.528946,21825,26069,+,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1415,1416,100,98.16,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH4048bi,NA,NODE_3_length_315692_cov_26.950953,179429,180784,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH4048bi,NA,NODE_41_length_26077_cov_10.379282,2400,3596,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,399,399,100,99.75,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,758,1048,+,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,ADR26561.1,increased serum survival lipoprotein Iss,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,4197,5309,+,iroB,salmochelin biosynthesis C-glycosyltransferase IroB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,371,371,100,99.73,371,EOW04219.1,salmochelin biosynthesis C-glycosyltransferase IroB,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,5452,9108,+,iroC,salmochelin/enterobactin export ABC transporter IroC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1219,1219,100,99.43,1219,AUH19662.1,salmochelin/enterobactin export ABC transporter IroC,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,9215,10441,+,iroD,catecholate siderophore esterase IroD,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,409,409,100,100,409,ACJ63529.1,catecholate siderophore esterase IroD,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,10529,11482,+,iroE,catecholate siderophore esterase IroE,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,318,318,100,99.69,318,ACJ63530.1,catecholate siderophore esterase IroE,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,11533,13707,-,iroN,siderophore salmochelin receptor IroN,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,725,725,100,99.86,725,AAN76093.1,siderophore salmochelin receptor IroN,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,18878,20971,+,mchF,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,698,698,100,100,698,CAA40744.1,microcin H47 export transporter peptidase/ATP-binding subunit MchF,NA,NA
INOH4048bi,NA,NODE_43_length_24097_cov_11.011626,21147,21455,-,cvaC,colicin V,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,103,103,100,100,103,CAA40746.1,colicin V,NA,NA
INOH4048bi,NA,NODE_48_length_15199_cov_10.417636,152,2338,-,iutA,ferric aerobactin receptor IutA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,729,731,99.73,89.71,729,AAN45165.2,ferric aerobactin receptor IutA,NA,NA
INOH4048bi,NA,NODE_48_length_15199_cov_10.417636,2435,3709,-,iucD,NADPH-dependent L-lysine N(6)-monooxygenase IucD,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,425,445,95.51,97.65,425,AAD44749.1,NADPH-dependent L-lysine N(6)-monooxygenase IucD,NA,NA
INOH4048bi,NA,NODE_48_length_15199_cov_10.417636,3709,5448,-,iucC,NIS family aerobactin synthetase IucC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,580,580,100,97.59,580,AAN82073.1,NIS family aerobactin synthetase IucC,NA,NA
INOH4048bi,NA,NODE_48_length_15199_cov_10.417636,5451,6395,-,iucB,N(6)-hydroxylysine O-acetyltransferase IucB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,315,315,100,96.19,315,AAN82074.1,N(6)-hydroxylysine O-acetyltransferase IucB,NA,NA
INOH4048bi,NA,NODE_48_length_15199_cov_10.417636,6399,8120,-,iucA,aerobactin synthase IucA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,574,576,100,95.31,576,EGI25746.1,aerobactin synthase IucA,NA,NA
INOH4048bi,NA,NODE_53_length_12572_cov_12.611320,6570,7223,-,qnrS1,quinolone resistance pentapeptide repeat protein QnrS1,core,AMR,AMR,QUINOLONE,QUINOLONE,ALLELEX,218,218,100,100,218,WP_001516695.1,quinolone resistance pentapeptide repeat protein QnrS1,NA,NA
INOH4048bi,NA,NODE_53_length_12572_cov_12.611320,10221,10691,+,dfrA17,trimethoprim-resistant dihydrofolate reductase DfrA17,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100,100,157,WP_001389366.1,trimethoprim-resistant dihydrofolate reductase DfrA17,NA,NA
INOH4048bi,NA,NODE_53_length_12572_cov_12.611320,10825,11610,+,aadA5,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,262,262,100,100,262,WP_000503573.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,NA,NA
INOH4048bi,NA,NODE_56_length_11224_cov_18.621483,864,2909,-,ireA,TonB-dependent siderophore receptor IreA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,682,682,100,99.85,682,AAN83596.1,TonB-dependent siderophore receptor IreA,NA,NA
INOH4048bi,NA,NODE_68_length_6063_cov_9.989451,3809,4621,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH4048bi,NA,NODE_76_length_3589_cov_10.275931,1,2604,-,tsh,temperature-sensitive protease autotransporter hemagglutinin Tsh,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIAL_CONTIG_ENDX,868,1377,63.04,99.88,868,ACA34793.1,temperature-sensitive protease autotransporter hemagglutinin Tsh,NA,NA
INOH4048bi,NA,NODE_7_length_217412_cov_24.198824,3975,4238,+,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH4048bi,NA,NODE_8_length_212963_cov_32.901665,51344,52474,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,97.88,377,AAZ85968.1,cephalosporin-hydrolyzing class C beta-lactamase EC-8,NA,NA
INOH4048ci,NA,NODE_16_length_93932_cov_24.191148,61411,61740,-,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,98.18,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH4048ci,NA,NODE_1_length_347088_cov_25.687935,157810,159165,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH4048ci,NA,NODE_31_length_57202_cov_36.235224,5168,5605,-,trxLHR,heat resistance system thioredoxin Trx-GI,plus,STRESS,HEAT,NA,NA,BLASTX,146,146,100,90.41,146,APX31176.1,heat resistance system thioredoxin Trx-GI,NA,NA
INOH4048ci,NA,NODE_31_length_57202_cov_36.235224,8782,9390,-,hdeD-GI,heat resistance membrane protein HdeD-GI,plus,STRESS,HEAT,NA,NA,BLASTX,203,203,100,90.15,203,APX31174.1,heat resistance membrane protein HdeD-GI,NA,NA
INOH4048ci,NA,NODE_31_length_57202_cov_36.235224,9490,10374,-,yfdX2,heat resistance protein YfdX2,plus,STRESS,HEAT,NA,NA,BLASTX,295,295,100,93.56,295,ASF80766.1,heat resistance protein YfdX2,NA,NA
INOH4048ci,NA,NODE_31_length_57202_cov_36.235224,10480,11391,-,yfdX1,heat resistance protein YfdX1,plus,STRESS,HEAT,NA,NA,BLASTX,304,304,100,95.07,304,APX31172.1,heat resistance protein YfdX1,NA,NA
